experiment	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
tdT_Expression	cluster_9_up	R-MMU-983705	Signaling by the B Cell Receptor (BCR)	7/108	98/8828	0.000187094780077062	0.00460461042078547	0.00389507261446983	Malt1/Psmb8/Lyn/Syk/Calm1/Psme1/Grb2	7
tdT_Expression	cluster_9_up	R-MMU-2424491	DAP12 signaling	5/108	51/8828	0.000374943813816335	0.00874211102740193	0.00739501372402302	Tyrobp/Syk/B2m/H2-K1/Grb2	5
tdT_Expression	cluster_9_up	R-MMU-2871796	FCERI mediated MAPK activation	4/108	29/8828	0.000397518199641397	0.00880502812205693	0.00744823574064933	Fcer1g/Lyn/Syk/Grb2	4
tdT_Expression	cluster_9_up	R-MMU-5626467	RHO GTPases activate IQGAPs	4/108	30/8828	0.000454384062170741	0.00958533997817324	0.008108307074325	Actb/Calm1/Actg1/Iqgap1	4
tdT_Expression	cluster_9_up	R-MMU-5673001	RAF/MAP kinase cascade	10/108	234/8828	0.000562965203035597	0.0113360720429441	0.00958926374548673	Csf2ra/Actb/Csf2rb/Psmb8/Dusp5/Calm1/Psme1/Actg1/Grb2/Iqgap1	10
tdT_Expression	cluster_9_up	R-MMU-5607764	CLEC7A (Dectin-1) signaling	6/108	86/8828	0.000620332458698115	0.011948142574055	0.0101070185490402	Il1b/Malt1/Psmb8/Pycard/Calm1/Psme1	6
tdT_Expression	cluster_9_up	R-MMU-5684996	MAPK1/MAPK3 signaling	10/108	240/8828	0.000685689537281618	0.0121510210895343	0.0102786349242586	Csf2ra/Actb/Csf2rb/Psmb8/Dusp5/Calm1/Psme1/Actg1/Grb2/Iqgap1	10
tdT_Expression	cluster_9_up	R-MMU-2172127	DAP12 interactions	5/108	59/8828	0.000739554497652265	0.0121510210895343	0.0102786349242586	Tyrobp/Syk/B2m/H2-K1/Grb2	5
tdT_Expression	cluster_9_up	R-MMU-114604	GPVI-mediated activation cascade	4/108	34/8828	0.000740581420806832	0.0121510210895343	0.0102786349242586	Fcer1g/Rac2/Lyn/Syk	4
tdT_Expression	cluster_9_up	R-MMU-451927	Interleukin-2 family signaling	4/108	34/8828	0.000740581420806832	0.0121510210895343	0.0102786349242586	Csf2ra/Csf2rb/Syk/Grb2	4
tdT_Expression	cluster_9_up	R-MMU-380108	Chemokine receptors bind chemokines	5/108	60/8828	0.000799023740547434	0.0126416970379469	0.0106937011892814	Cxcr4/Cxcl2/Ccrl2/Cxcl16/Ccl4	5
tdT_Expression	cluster_9_up	R-MMU-9607240	FLT3 Signaling	10/108	248/8828	0.000883007268857095	0.0134886972449549	0.0114101846719828	Csf2ra/Actb/Csf2rb/Psmb8/Dusp5/Calm1/Psme1/Actg1/Grb2/Iqgap1	10
tdT_Expression	cluster_9_up	R-MMU-1236975	Antigen processing-Cross presentation	6/108	93/8828	0.000938705149270839	0.0138615460375661	0.0117255801101901	Cyba/Cybb/Psmb8/B2m/Psme1/H2-K1	6
tdT_Expression	cluster_9_up	R-MMU-8856828	Clathrin-mediated endocytosis	7/108	135/8828	0.00129409292616176	0.0184930053641826	0.0156433644045361	Actb/Arpc2/Actr3/Arpc5/Arpc3/Actg1/Grb2	7
tdT_Expression	cluster_9_up	R-MMU-5683057	MAPK family signaling cascades	10/108	262/8828	0.00133993954052686	0.0185497880141687	0.0156913972509066	Csf2ra/Actb/Csf2rb/Psmb8/Dusp5/Calm1/Psme1/Actg1/Grb2/Iqgap1	10
tdT_Expression	cluster_9_up	R-MMU-912526	Interleukin receptor SHC signaling	3/108	20/8828	0.00174451948846186	0.0234188525269274	0.0198101734574936	Csf2ra/Csf2rb/Grb2	3
tdT_Expression	cluster_9_up	R-MMU-2871837	FCERI mediated NF-kB activation	5/108	73/8828	0.00193832258193806	0.0252552030528988	0.0213635553922585	Fcer1g/Malt1/Psmb8/Lyn/Psme1	5
tdT_Expression	cluster_9_up	R-MMU-912631	Regulation of signaling by CBL	3/108	21/8828	0.00201727197365472	0.0255328995522583	0.0215984608307092	Lyn/Syk/Grb2	3
tdT_Expression	cluster_9_up	R-MMU-202733	Cell surface interactions at the vascular wall	6/108	110/8828	0.00223166627306823	0.0274618933047008	0.0232302103278448	Cd74/Fcer1g/Itgb2/Lyn/Cd44/Grb2	6
tdT_Expression	cluster_9_up	R-MMU-375276	Peptide ligand-binding receptors	8/108	194/8828	0.00254096491943688	0.0304229043056903	0.0257349505354063	Ccl6/Ccl9/Cxcr4/Cxcl2/Ccrl2/Psap/Cxcl16/Ccl4	8
tdT_Expression	cluster_9_up	R-MMU-5668599	RHO GTPases Activate NADPH Oxidases	3/108	24/8828	0.00298924428729678	0.0348482952440124	0.0294784201184945	Cyba/Rac2/Cybb	3
tdT_Expression	cluster_9_up	R-MMU-1500931	Cell-Cell communication	5/108	83/8828	0.00340290215522946	0.03865347832735	0.0326972514780482	Tyrobp/Actb/Actg1/Grb2/Iqgap1	5
tdT_Expression	cluster_9_up	R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	10/108	304/8828	0.00396687374824817	0.0439331267618485	0.0371633435362197	Gpr132/Ccl6/Ccl9/Ptafr/Cxcr4/Cxcl2/Ccrl2/Psap/Cxcl16/Ccl4	10
tdT_4Day	cluster_10_down	R-MMU-76002	Platelet activation, signaling and aggregation	55/459	241/8828	1.64679054590754e-21	1.33719392327692e-18	9.88074327544521e-19	Tmsb4x/Actg1/Gnai2/Srgn/Fcer1g/Rap1b/Psap/Plek/Calm2/Tagln2/App/Anxa5/Rhoa/Lamp2/Ywhaz/Calm1/Tln1/Gnb1/Lyn/Rhog/Apbb1ip/Gnb2/Rac1/Cdc42/Rac2/Grb2/Flna/Fn1/Ptpn1/Cd9/Tgfb1/Fermt3/Syk/Gngt2/Fam49b/Ptpn6/Aplp2/Prkcd/Gng2/Arrb2/F13a1/Gna13/Ecm1/Lgals3bp/Selenop/Rhob/Actn4/Trf/Pf4/Col1a2/Vegfa/Col1a1/Cd63/Timp1/Sparc	55
tdT_4Day	cluster_10_down	R-MMU-114608	Platelet degranulation 	30/459	115/8828	7.64570237842881e-14	3.1041551656421e-11	2.29371071352864e-11	Tmsb4x/Actg1/Srgn/Psap/Plek/Calm2/Tagln2/App/Anxa5/Lamp2/Calm1/Tln1/Flna/Fn1/Cd9/Tgfb1/Fermt3/Fam49b/Aplp2/F13a1/Ecm1/Lgals3bp/Selenop/Actn4/Trf/Pf4/Vegfa/Cd63/Timp1/Sparc	30
tdT_4Day	cluster_10_down	R-MMU-76005	Response to elevated platelet cytosolic Ca2+	30/459	120/8828	2.60077591497969e-13	7.03943347654501e-11	5.20155182995937e-11	Tmsb4x/Actg1/Srgn/Psap/Plek/Calm2/Tagln2/App/Anxa5/Lamp2/Calm1/Tln1/Flna/Fn1/Cd9/Tgfb1/Fermt3/Fam49b/Aplp2/F13a1/Ecm1/Lgals3bp/Selenop/Actn4/Trf/Pf4/Vegfa/Cd63/Timp1/Sparc	30
tdT_4Day	cluster_10_down	R-MMU-2029482	Regulation of actin dynamics for phagocytic cup formation	20/459	58/8828	4.07492980558688e-12	6.64617120503943e-10	4.91096394461042e-10	Actb/Actg1/Arpc1b/Arpc5/Arpc3/Actr3/Arpc2/Actr2/Arpc4/Myh9/Rac1/Cdc42/Grb2/Wasf2/Hsp90aa1/Cyfip1/Syk/Fcgr2b/Abi1/Fcgr1	20
tdT_4Day	cluster_10_down	R-MMU-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	23/459	78/8828	4.09246995384201e-12	6.64617120503943e-10	4.91096394461042e-10	Actb/Actg1/Arpc1b/Arpc5/Arpc3/Actr3/Arpc2/Actr2/Arpc4/Myh9/Lyn/Rac1/Cdc42/Grb2/Wasf2/Hsp90aa1/Cyfip1/Syk/Fcgr2b/Prkcd/Abi1/Fcgr1/Pld4	23
tdT_4Day	cluster_10_down	R-MMU-202733	Cell surface interactions at the vascular wall	26/459	110/8828	4.16220246122447e-11	5.63284733085711e-09	4.16220246122447e-09	Fcer1g/Cd47/Cd44/Slc3a2/Lyn/Sirpa/Itgb2/Grb2/Ppia/Fn1/Tgfb1/Ptpn6/Slc16a3/Atp1b3/Inpp5d/Sdc4/Cd84/Sdc3/Slc7a11/Trem1/Itgb1/Pf4/Cd74/Col1a2/Col1a1/Mif	26
tdT_4Day	cluster_10_down	R-MMU-5663213	RHO GTPases Activate WASPs and WAVEs	15/459	35/8828	5.44198416768071e-11	6.31270163450963e-09	4.66455785801204e-09	Actb/Actg1/Arpc1b/Arpc5/Arpc3/Actr3/Arpc2/Actr2/Arpc4/Rac1/Cdc42/Grb2/Wasf2/Cyfip1/Abi1	15
tdT_4Day	cluster_10_down	R-MMU-195258	RHO GTPase Effectors	46/459	311/8828	7.77425990379482e-11	7.89087380235174e-09	5.83069492784611e-09	Actb/Actg1/Arpc1b/Myl6/Iqgap1/Cyba/H3f3b/Pfn1/Arpc5/Arpc3/Actr3/Calm2/H3f3a/Arpc2/Rhoa/Ywhaz/Actr2/Calm1/Tuba1c/Myl12b/Pak2/Arpc4/Myh9/Rhog/Ncf2/Rac1/Cdc42/Rac2/Diaph1/Grb2/Flna/Rock1/Wasf2/Ncf4/Cyfip1/Cybb/Ywhab/Ncf1/Prkcd/Ndel1/Abi1/Mapre1/Rhob/Ywhah/Tuba1a/S100a9	46
tdT_4Day	cluster_10_down	R-MMU-422475	Axon guidance	39/459	261/8828	1.73462047454448e-09	1.42806632027058e-07	1.05522141891914e-07	Actb/Actg1/Arpc1b/Tyrobp/Pfn1/Arpc5/Arpc3/Actr3/Msn/Sdcbp/Arpc2/Ptprc/Rhoa/Ubc/Actr2/Tln1/Tuba1c/Pak2/Cltc/Arpc4/Lyn/Rac1/Cdc42/Grb2/Rock1/Hsp90aa1/Vasp/Ezr/Cxcr4/Trem2/Rhob/Ubb/Ap2s1/Itgb1/Nrp1/Mmp9/Sptbn1/Tuba1a/Col3a1	39
tdT_4Day	cluster_10_down	R-MMU-3928662	EPHB-mediated forward signaling	14/459	37/8828	1.75870236486524e-09	1.42806632027058e-07	1.05522141891914e-07	Actb/Actg1/Arpc1b/Arpc5/Arpc3/Actr3/Arpc2/Rhoa/Actr2/Arpc4/Lyn/Rac1/Cdc42/Rock1	14
tdT_4Day	cluster_10_down	R-MMU-5621481	C-type lectin receptors (CLRs)	22/459	103/8828	1.02586389114741e-08	7.5727407237427e-07	5.59562122444042e-07	Fcer1g/Nfkbia/Calm2/Ubc/Calm1/Pak2/Lyn/Clec4d/Il1b/Psmb8/Psme1/Clec4e/Nfkb1/Pycard/Syk/Bcl10/Psmb9/Clec4n/Prkcd/Ubb/Malt1/Psme2	22
tdT_4Day	cluster_10_down	R-MMU-194315	Signaling by Rho GTPases	51/459	429/8828	1.77777688039649e-08	1.20296235573496e-06	8.88888440198246e-07	Actb/Actg1/Arpc1b/Myl6/Iqgap1/Cyba/H3f3b/Pfn1/Arpc5/Arpc3/Actr3/Calm2/H3f3a/Arpc2/Arhgdib/Rhoa/Ywhaz/Actr2/Calm1/Tuba1c/Myl12b/Arhgdia/Pak2/Arpc4/Myh9/Rhog/Ncf2/Rac1/Cdc42/Rac2/Diaph1/Grb2/Akap13/Flna/Rock1/Wasf2/Ncf4/Cyfip1/Cybb/Ywhab/Ncf1/Prkcd/Arhgap30/Ndel1/Abi1/Mapre1/Gna13/Rhob/Ywhah/Tuba1a/S100a9	51
tdT_4Day	cluster_10_down	R-MMU-194138	Signaling by VEGF	21/459	98/8828	2.09759806504824e-08	1.31019202216859e-06	9.68122183868417e-07	Actb/Actg1/Cyba/Calm2/Rhoa/Calm1/Pak2/Ncf2/Rac1/Cdc42/Rock1/Wasf2/Ncf4/Hsp90aa1/Cyfip1/Cybb/Ncf1/Prkcd/Abi1/Nrp1/Vegfa	21
tdT_4Day	cluster_10_down	R-MMU-4420097	VEGFA-VEGFR2 Pathway	20/459	90/8828	2.3764088888048e-08	1.37831715550679e-06	1.01846095234492e-06	Actb/Actg1/Cyba/Calm2/Rhoa/Calm1/Pak2/Ncf2/Rac1/Cdc42/Rock1/Wasf2/Ncf4/Hsp90aa1/Cyfip1/Cybb/Ncf1/Prkcd/Abi1/Vegfa	20
tdT_4Day	cluster_10_down	R-MMU-2682334	EPH-Ephrin signaling	17/459	67/8828	3.33461756655235e-08	1.80513964269367e-06	1.33384702662094e-06	Actb/Actg1/Arpc1b/Arpc5/Arpc3/Actr3/Sdcbp/Arpc2/Rhoa/Actr2/Pak2/Arpc4/Lyn/Rac1/Cdc42/Rock1/Mmp9	17
tdT_4Day	cluster_10_down	R-MMU-114604	GPVI-mediated activation cascade	12/459	34/8828	6.51244648559884e-08	3.30506659144141e-06	2.44216743209956e-06	Fcer1g/Rhoa/Lyn/Rhog/Rac1/Cdc42/Rac2/Syk/Ptpn6/Rhob/Col1a2/Col1a1	12
tdT_4Day	cluster_10_down	R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	21/459	106/8828	8.91252333465929e-08	4.04033115058693e-06	2.98546636742877e-06	B2m/Ifitm2/H2-K1/Ifitm3/Lilr4b/H2-T23/Cd300c2/Itgb2/Fcgr2b/Trem2/Cd300a/Trem1/Pilra/Hcst/Itgb1/Icam1/Lilrb4a/Ifitm1/Col1a2/Col1a1/Col3a1	21
tdT_4Day	cluster_10_down	R-MMU-9006934	Signaling by Receptor Tyrosine Kinases	47/459	399/8828	8.9563991022863e-08	4.04033115058693e-06	2.98546636742877e-06	Actb/Actg1/Cyba/Atp6v0c/Rap1b/Atp6v0e/Calm2/Atp6v0b/Rhoa/Ubc/Calm1/Hnrnpf/Pak2/Cltc/Lyn/Ncf2/Rac1/Cdc42/Ptpn18/Diaph1/Grb2/Rock1/Wasf2/Ncf4/Hsp90aa1/Fn1/Ptpn1/Cyfip1/Atp6ap1/Cybb/Ptpn6/Hnrnpm/Ywhab/Spp1/Ncf1/Atp6v1a/Prkcd/Abi1/Ubb/Ap2s1/Itgb1/Nrp1/Mmp9/Col1a2/Vegfa/Col1a1/Col3a1	47
tdT_4Day	cluster_10_down	R-MMU-5627123	RHO GTPases activate PAKs	9/459	19/8828	1.48874679184601e-07	6.362433657784e-06	4.70130565846108e-06	Myl6/Calm2/Calm1/Myl12b/Pak2/Myh9/Rac1/Cdc42/Flna	9
tdT_4Day	cluster_10_down	R-MMU-3299685	Detoxification of Reactive Oxygen Species	11/459	31/8828	2.18872861330199e-07	8.88623817000609e-06	6.56618583990598e-06	Cyba/Gpx1/Prdx5/Ncf2/Ncf4/Cybb/Ncf1/P4hb/Txn1/Gsr/Ero1l	11
tdT_4Day	cluster_10_down	R-MMU-1236975	Antigen processing-Cross presentation	18/459	93/8828	1.07349158485208e-06	4.15083412809472e-05	3.06711881386309e-05	B2m/Cyba/H2-K1/Pdia3/Vamp8/Calr/Ncf2/Psmb8/H2-T23/Psme1/Ncf4/Tapbp/Cybb/Ncf1/Psmb9/Mrc1/Fcgr1/Psme2	18
tdT_4Day	cluster_10_down	R-MMU-2454202	Fc epsilon receptor (FCERI) signaling	20/459	115/8828	1.61348496841097e-06	5.88772103999752e-05	4.35053278817551e-05	Fcer1g/Nfkbia/Calm2/Fos/Ubc/Calm1/Pak2/Lyn/Rac1/Psmb8/Grb2/Psme1/Nfkb1/Syk/Bcl10/Psmb9/Ubb/Malt1/Jun/Psme2	20
tdT_4Day	cluster_10_down	R-MMU-5668599	RHO GTPases Activate NADPH Oxidases	9/459	24/8828	1.66770423546728e-06	5.88772103999752e-05	4.35053278817551e-05	Cyba/Ncf2/Rac1/Rac2/Ncf4/Cybb/Ncf1/Prkcd/S100a9	9
tdT_4Day	cluster_10_down	R-MMU-8856828	Clathrin-mediated endocytosis	21/459	135/8828	5.67194832973331e-06	0.00019190091848931	0.000141798708243333	Actb/Actg1/Arpc5/Arpc3/Actr3/Arpc2/Ubc/Actr2/Vamp8/Picalm/Cltc/Arpc4/Grb2/Tgoln1/Rab5c/M6pr/Dab2/Arrb2/Ubb/Ap2s1/Trf	21
tdT_4Day	cluster_10_down	R-MMU-1222556	ROS and RNS production in phagocytes	10/459	36/8828	9.79615860083538e-06	0.000316083974649811	0.000233559587179663	Cyba/Atp6v0c/Atp6v0e/Atp6v0b/Ncf2/Rac2/Ncf4/Cybb/Ncf1/Atp6v1a	10
tdT_4Day	cluster_10_down	R-MMU-983705	Signaling by the B Cell Receptor (BCR)	17/459	98/8828	1.01209154444521e-05	0.000316083974649811	0.000233559587179663	Nfkbia/Calm2/Ubc/Calm1/Lyn/Psmb8/Grb2/Psme1/Nfkb1/Syk/Ptpn6/Bcl10/Pik3ap1/Psmb9/Ubb/Malt1/Psme2	17
tdT_4Day	cluster_10_down	R-MMU-1679131	Trafficking and processing of endosomal TLR	6/459	12/8828	1.35155938926714e-05	0.000386188292664569	0.000285360807387612	Ctsb/Ctsl/Ctss/Hsp90b1/Unc93b1/Lgmn	6
tdT_4Day	cluster_10_down	R-MMU-373760	L1CAM interactions	13/459	62/8828	1.36952923555649e-05	0.000386188292664569	0.000285360807387612	Actb/Actg1/Msn/Sdcbp/Tuba1c/Cltc/Rac1/Ezr/Ap2s1/Itgb1/Nrp1/Sptbn1/Tuba1a	13
tdT_4Day	cluster_10_down	R-MMU-5626467	RHO GTPases activate IQGAPs	9/459	30/8828	1.37924390237346e-05	0.000386188292664569	0.000285360807387612	Actb/Actg1/Iqgap1/Calm2/Calm1/Tuba1c/Rac1/Cdc42/Tuba1a	9
tdT_4Day	cluster_10_down	R-MMU-449147	Signaling by Interleukins	31/459	263/8828	1.51459426960251e-05	0.000409950182305747	0.000302918853920503	Nfkbia/App/Hsp90b1/Fos/Ywhaz/Ubc/Lyn/Il1b/Psmb8/Canx/Grb2/Psme1/Crlf2/Csf1r/Csf2rb/Nfkb1/Syk/Ptpn6/Csf2ra/Il1rn/Inpp5d/Il4ra/Psmb9/P4hb/Ubb/Csf3r/Socs3/Jun/Osm/Psme2/Il1r2	31
tdT_4Day	cluster_10_down	R-MMU-3858494	Beta-catenin independent WNT signaling	19/459	123/8828	1.74987397912517e-05	0.000458354087435367	0.000338685286282291	Pfn1/Calm2/Rhoa/Ubc/Calm1/Gnb1/Cltc/Gnb2/Rac1/Psmb8/Rac2/Psme1/Gngt2/Psmb9/Gng2/Arrb2/Ubb/Ap2s1/Psme2	19
tdT_4Day	cluster_10_down	R-MMU-373755	Semaphorin interactions	11/459	48/8828	2.61262387046674e-05	0.000662953307130934	0.000489866975712513	Tyrobp/Ptprc/Rhoa/Tln1/Pak2/Rac1/Rock1/Hsp90aa1/Trem2/Rhob/Nrp1	11
tdT_4Day	cluster_10_down	R-MMU-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	10/459	40/8828	2.70760416387373e-05	0.00066623472153499	0.000492291666158859	Ywhaz/Ubc/Lyn/Grb2/Csf2rb/Syk/Ptpn6/Csf2ra/Inpp5d/Ubb	10
tdT_4Day	cluster_10_down	R-MMU-5607764	CLEC7A (Dectin-1) signaling	15/459	86/8828	3.13685448396961e-05	0.000749154659112743	0.000553562555994637	Nfkbia/Calm2/Ubc/Calm1/Il1b/Psmb8/Psme1/Nfkb1/Pycard/Bcl10/Psmb9/Prkcd/Ubb/Malt1/Psme2	15
tdT_4Day	cluster_10_down	R-MMU-76009	Platelet Aggregation (Plug Formation)	9/459	34/8828	4.19737650041389e-05	0.000973791348096023	0.00071955025721381	Rap1b/Tln1/Apbb1ip/Grb2/Fn1/Ptpn1/Syk/Col1a2/Col1a1	9
tdT_4Day	cluster_10_down	R-MMU-168898	Toll-like Receptor Cascades	19/459	134/8828	5.94253398025268e-05	0.00134037155332366	0.000990422330042114	Nfkbia/Ctsb/App/Ctsl/Cd14/Ctss/Hsp90b1/Fos/Ubc/Unc93b1/Itgb2/Lgmn/Nfkb1/Tlr2/Irf7/Ly86/Ubb/Jun/S100a9	19
tdT_4Day	cluster_10_down	R-MMU-2871796	FCERI mediated MAPK activation	8/459	29/8828	8.18556404117139e-05	0.00174912578985031	0.00129245748018496	Fcer1g/Fos/Pak2/Lyn/Rac1/Grb2/Syk/Jun	8
tdT_4Day	cluster_10_down	R-MMU-445355	Smooth Muscle Contraction	8/459	29/8828	8.18556404117139e-05	0.00174912578985031	0.00129245748018496	Tpm3/Myl6/Calm2/Tpm4/Calm1/Tln1/Myl12b/Pak2	8
tdT_4Day	cluster_10_down	R-MMU-9613829	Chaperone Mediated Autophagy	7/459	22/8828	8.45603704434647e-05	0.00176059027692547	0.0013009287760533	Vim/Eef1a1/Lamp2/Ubc/Hsp90aa1/Plin2/Ubb	7
tdT_4Day	cluster_10_down	R-MMU-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	14/459	86/8828	0.00012491470849072	0.00253576858236162	0.0018737206273608	Pabpc1/Zfp36/Ywhaz/Ubc/Zfp36l1/Psmb8/Psme1/Ywhab/Psmb9/Prkcd/Anp32a/Ubb/Hnrnpd/Psme2	14
tdT_4Day	cluster_10_down	R-MMU-5674135	MAP2K and MAPK activation	9/459	39/8828	0.000134440133697614	0.00265318989290999	0.00196048514254433	Actb/Actg1/Iqgap1/Rap1b/Tln1/Apbb1ip/Fn1/Ywhab/Arrb2	9
tdT_4Day	cluster_10_down	R-MMU-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	8/459	31/8828	0.000137233959978103	0.00265318989290999	0.00196048514254433	Nfkbia/App/Ubc/Tax1bp1/Nfkb1/Tnfaip3/Irf7/Ubb	8
tdT_4Day	cluster_10_down	R-MMU-5357905	Regulation of TNFR1 signaling	8/459	32/8828	0.000174767004482017	0.00330025134045111	0.00243860936486535	Ubc/Tax1bp1/Tnfrsf1a/Tnfaip3/Sppl2a/Traf1/Tnf/Ubb	8
tdT_4Day	cluster_10_down	R-MMU-73887	Death Receptor Signalling	17/459	124/8828	0.000218812803110592	0.00403809082104092	0.00298381095150807	Nfkbia/Rhoa/Ubc/Arhgdia/Rac1/Tax1bp1/Akap13/Tnfrsf1a/Nfkb1/Tnfaip3/Bcl2l11/Sppl2a/Cflar/Traf1/Tnf/Gna13/Ubb	17
tdT_4Day	cluster_10_down	R-MMU-380108	Chemokine receptors bind chemokines	11/459	60/8828	0.0002251982099503	0.00406357658843653	0.00300264279933733	Cxcl2/Ccrl2/Cxcr4/Ccl7/Cxcl16/Ccl3/Ccl4/Ccr5/Pf4/Cxcl3/Cxcl1	11
tdT_4Day	cluster_10_down	R-MMU-437239	Recycling pathway of L1	8/459	34/8828	0.000275229782989123	0.00485840399537322	0.00358995369116248	Actb/Actg1/Msn/Tuba1c/Cltc/Ezr/Ap2s1/Tuba1a	8
tdT_4Day	cluster_10_down	R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	16/459	116/8828	0.000310489428234279	0.00536420033460074	0.00396369482852271	Cst3/App/Hsp90b1/Shisa5/Apoe/Fn1/Pdia6/Tgoln1/Spp1/Aplp2/Dnajc3/P4hb/Igfbp6/Ckap4/Trf/Timp1	16
tdT_4Day	cluster_10_down	R-MMU-2132295	MHC class II antigen presentation	15/459	105/8828	0.000323057708162603	0.00546505956308403	0.00403822135203253	Ctsb/Ctsl/Ctss/Tuba1c/Cltc/Ctsc/Ctsd/Canx/Ctsh/Ctsa/Lgmn/Ap2s1/Rab7/Cd74/Tuba1a	15
tdT_4Day	cluster_10_down	R-MMU-2871837	FCERI mediated NF-kB activation	12/459	73/8828	0.000342964481203394	0.00558911574485812	0.00412988848142226	Fcer1g/Nfkbia/Ubc/Lyn/Psmb8/Psme1/Nfkb1/Bcl10/Psmb9/Ubb/Malt1/Psme2	12
tdT_4Day	cluster_10_down	R-MMU-354192	Integrin alphaIIb beta3 signaling	7/459	27/8828	0.000351040520920892	0.00558911574485812	0.00412988848142226	Rap1b/Tln1/Apbb1ip/Grb2/Fn1/Ptpn1/Syk	7
tdT_4Day	cluster_10_down	R-MMU-9006921	Integrin signaling	7/459	27/8828	0.000351040520920892	0.00558911574485812	0.00412988848142226	Rap1b/Tln1/Apbb1ip/Grb2/Fn1/Ptpn1/Syk	7
tdT_4Day	cluster_10_down	R-MMU-1168372	Downstream signaling events of B Cell Receptor (BCR)	12/459	74/8828	0.00039048348178075	0.00607868973900733	0.00449164266429113	Nfkbia/Calm2/Ubc/Calm1/Psmb8/Psme1/Nfkb1/Bcl10/Psmb9/Ubb/Malt1/Psme2	12
tdT_4Day	cluster_10_down	R-MMU-376176	Signaling by ROBO receptors	6/459	20/8828	0.00039676176867905	0.00607868973900733	0.00449164266429113	Pfn1/Rhoa/Ubc/Vasp/Cxcr4/Ubb	6
tdT_4Day	cluster_10_down	R-MMU-8875878	MET promotes cell motility	8/459	36/8828	0.000418554954605259	0.00629382635443464	0.0046506106067251	Rap1b/Rac1/Grb2/Fn1/Itgb1/Col1a2/Col1a1/Col3a1	8
tdT_4Day	cluster_10_down	R-MMU-4086400	PCP/CE pathway	13/459	86/8828	0.00045866172235446	0.00677151488276039	0.00500358242568502	Pfn1/Rhoa/Ubc/Cltc/Rac1/Psmb8/Rac2/Psme1/Psmb9/Arrb2/Ubb/Ap2s1/Psme2	13
tdT_4Day	cluster_10_down	R-MMU-2262752	Cellular responses to stress	39/459	431/8828	0.00047049775556858	0.00682221745574441	0.00504104738109193	Cyba/Hspa5/H3f3b/Atp6v0c/Eef1a1/Atp6v0e/H3f3a/Gpx1/Atp6v0b/Fos/Ubc/Kdm6b/Prdx5/Tuba1c/Hif1a/Cebpb/Ncf2/Psmb8/Ets2/Map4k4/Psme1/Ncf4/Hsp90aa1/Cdkn1a/Dnaja1/Lmnb1/Cybb/Ncf1/Psmb9/Atp6v1a/P4hb/Txn1/Ubb/Jun/Gsr/Psme2/Mdm2/Ero1l/Tuba1a	39
tdT_4Day	cluster_10_down	R-MMU-5683057	MAPK family signaling cascades	27/459	262/8828	0.000503748458649243	0.00717620611268746	0.00530261535420256	Actb/Actg1/Iqgap1/Rap1b/Calm2/Ubc/Calm1/Dusp1/Tln1/Pak2/Apbb1ip/Rac1/Psmb8/Cdc42/Grb2/Psme1/Fn1/Csf2rb/Csf2ra/Ywhab/Dusp5/Psmb9/Arrb2/Ubb/Psme2/Sptbn1/Dusp2	27
tdT_4Day	cluster_10_down	R-MMU-8953897	Cellular responses to external stimuli	39/459	433/8828	0.000515596101804695	0.00721834542526572	0.00533375277728994	Cyba/Hspa5/H3f3b/Atp6v0c/Eef1a1/Atp6v0e/H3f3a/Gpx1/Atp6v0b/Fos/Ubc/Kdm6b/Prdx5/Tuba1c/Hif1a/Cebpb/Ncf2/Psmb8/Ets2/Map4k4/Psme1/Ncf4/Hsp90aa1/Cdkn1a/Dnaja1/Lmnb1/Cybb/Ncf1/Psmb9/Atp6v1a/P4hb/Txn1/Ubb/Jun/Gsr/Psme2/Mdm2/Ero1l/Tuba1a	39
tdT_4Day	cluster_10_down	R-MMU-8957275	Post-translational protein phosphorylation	15/459	110/8828	0.000537623013083969	0.00728675247034182	0.00538429985493238	Cst3/App/Hsp90b1/Shisa5/Apoe/Fn1/Pdia6/Tgoln1/Spp1/Aplp2/Dnajc3/P4hb/Ckap4/Trf/Timp1	15
tdT_4Day	cluster_10_down	R-MMU-917937	Iron uptake and transport	10/459	56/8828	0.000538429985493238	0.00728675247034182	0.00538429985493238	Atp6v0c/Atp6v0e/Atp6v0b/Ubc/Fth1/Atp6ap1/Atp6v1a/Ubb/Trf/Hmox1	10
tdT_4Day	cluster_10_down	R-MMU-202403	TCR signaling	14/459	100/8828	0.0006247415108805	0.00831623125958961	0.00614499846767705	Nfkbia/Ptprc/Ubc/Pak2/Fyb/Psmb8/Psme1/Nfkb1/Bcl10/Inpp5d/Psmb9/Ubb/Malt1/Psme2	14
